,Time,MET,MET HR,ANK_GryoX,ANK_GyroY,ANK_GyroZ,THIGH_GryoX,THIGH_GyroY,THIGH_GyroZ,THIGH_AccX,THIGH_AccY,THIGH_AccZ,ANK_AccX,ANK_AccY,ANK_AccZ
0,0.0,2.7,109.0,0.0,-0.625,-0.0625,0.3125,-0.4375,-0.4375,3.8668013215999997,8.805587167999999,0.7657032319999999,0.7848458127999999,9.2267239456,-0.5838487144
1,1.0,2.0863291139240507,107.46582278481013,0.18718354430379774,-0.9363924050632921,-0.3117088607594944,0.43797468354430336,0.5628164556962022,0.24905063291139323,3.818847945140253,8.786493049429874,0.7560834793701264,0.9759808474207597,9.236174080425316,-0.6508235160850633
2,2.0,1.9,107.0,-0.684968354430382,-0.625,-0.31218354430379774,0.8759493670886067,1.0631329113924044,0.37468354430379774,3.8668013215999997,8.796112802059746,0.7465121889701265,0.7367955118805064,9.188244935080505,-0.6316082419402532
3,3.0,1.930126582278481,106.69873417721519,-2.063449367088604,-3.497151898734188,-8.441297468354415,0.62737341772151,-0.559177215189886,3.254272151898718,3.91451238691038,8.74772326553114,0.6695541679311408,-0.6120537321863311,9.10222447705519,-0.5365738091584787
4,4.0,2.0,106.0,-18.814398734177214,1.6123417721519102,-72.37120253164558,25.310601265822786,10.401424050632944,34.43496835443038,5.730779838106331,7.9827469669792395,-1.148457923540253,-5.416865744101266,8.863499532698734,-0.09687599751696095
5,5.0,2.0,106.0,-5.87737341772168,3.095727848101344,-96.48101265822906,9.175632911392936,11.924841772151932,-17.53955696202371,9.112595394248123,8.974720350258185,-0.37267454772658387,4.415757230491156,14.743906505539256,-1.978107067858236
6,6.0,2.0,106.0,-5.402373417721654,-11.652373417721654,-90.31487341772223,1.833069620253565,14.862974683545307,-24.296835443037317,7.050406357559507,9.613355615530113,-1.6767204602754364,4.5286742260961965,14.716428421201028,-2.4213910845103803
7,7.0,2.0739240506329115,105.63037974683544,4.145569620252784,6.426265822785434,-70.71598101265924,-7.73022151898686,2.93955696202588,-49.0162974683535,8.019045177154437,9.492103116386804,-1.3753096215776912,3.6153065796719543,13.800371121018696,-2.774826126977219
8,8.0,2.2,105.0,-9.291455696202608,8.427373417721528,-138.70601265822822,8.438924050633082,74.78924050632908,-14.47768987341734,12.34037375273722,9.365495540842518,0.04618450506937738,10.045081390357481,16.43572295042026,-3.3072079532516496
9,9.0,2.2,105.0,-22.39208860759484,-11.275949367087762,-129.60395569620195,36.66756329113935,29.06693037974646,106.90189873417741,7.080089473357083,9.399661412903287,-0.7304711908820081,-6.979433421909862,8.583945159673878,0.484234600895158
10,10.0,2.2,105.0,-5.499208860759329,-15.626582278481008,65.82357594936806,27.871044303797312,15.969145569619837,131.64082278480976,6.971655234015154,5.06042604338226,-1.2964858046885959,-5.309764216080993,2.742598744111353,1.1692724512709074
11,11.0,2.2,104.12405063291139,32.131962025316454,33.572784810126585,131.59731012658227,-35.732594936708864,-3.2151898734177253,-67.57705696202537,2.803564229292153,1.60584444908557,0.022098776822277066,-3.060147505356962,-2.100183424909363,-0.12624410882025505
12,12.0,2.2,103.0,21.968037974683188,-6.4829113924051285,89.67658227848034,-49.73734177215099,2.19414556961879,-173.2974683544302,8.475753231481608,12.133149257798566,0.749419922762594,-6.208253957934226,14.803515048283666,-0.32600542035847874
13,13.0,2.2,103.0,-24.923892405063413,-0.22658227848095058,-219.67705696202583,32.92420886075991,-2.2985759493669127,45.15379746835568,12.68377711362028,9.640421770914458,-1.8222525365853408,9.493460058823292,21.945296940269476,-2.473730292773694
14,14.0,2.2,103.0,-3.535443037974518,-31.96803797468311,59.16566455696504,44.13386075949363,-18.152056962025483,159.48844936708838,6.344529748338099,6.640561279519874,-0.8176305113093479,-6.411940710092066,3.341179976392773,1.4001222832728986
15,15.0,2.0481012658227846,103.0,25.64319620253143,35.67879746835512,131.1091772151896,-30.145569620253443,24.297468354429256,-33.27136075949511,4.073492732010162,2.0016112493468574,-0.1691331822581853,-3.409196716020248,-2.941172731017688,0.5237555493569437
16,16.0,1.9,103.0,19.76170886075937,3.181170886075501,58.621993670885566,-32.477848101265614,-36.84905063291255,-207.0851265822783,9.991918324186337,12.872997890161011,0.21173148231696096,-2.946358189614126,19.65376040070483,-2.725128110242054
17,17.0,1.9,103.0,-33.77816455696198,6.038291139240496,-101.84303797468377,57.22183544303802,23.76930379746822,132.53955696202524,7.740169275347833,10.468011270462787,-0.7783761051119089,-7.094191982250136,8.331456942033423,0.44696714612253025
18,18.0,1.9,103.0,28.525791139240013,37.084335443039954,155.50617088607487,-16.3319620253174,19.83781645569676,-64.84430379747343,1.9050502563242093,1.0014962114491333,0.7856939018228336,-3.2059461239311413,-4.9951474197422545,0.8135596839999999
19,19.0,2.1298734177215195,102.4253164556962,40.63259493670586,-29.85332278481046,-51.41202531645753,-23.95363924050701,-69.89810126582071,-107.1319620253137,12.863426599761164,10.647442676568907,-1.5471566887087602,4.94055471779094,17.146470013744086,-3.4916794312648176
20,20.0,2.3,102.0,-23.91218354430324,-34.80458860759651,-75.33781645569428,37.86234177215193,-2.7863924050635114,146.25949367088668,8.026920289508869,9.485512253124073,-0.4332523350683243,-7.494683849924169,8.989985952668322,0.965731085802534
21,21.0,2.2455696202531636,101.89113924050633,15.061708860759119,44.302373417721064,153.28449367088584,-41.037974683544526,6.757594936709696,-144.45363924050687,2.706954774039525,2.576615606794948,-1.8100158235423487,-3.8935767036050515,1.3748492303940587,-1.985546020143834
