Time,ZephyrHR,COSMED,ANKLE_AccX,ANKLE_AccY,ANKLE_AccZ,THIGH_AccX,THIGH_AccY,THIGH_AccZ
0,94,3.54958245098931,-1.6106778321559,0.0905288990638607,-0.481560296084453,-1.07844887767494,0.818491614240359,-0.147711181351392
1.00189973262036,94,3.45594490197861,-0.812512671269831,-0.0832495276740946,-0.559367391604613,-1.12420172686568,0.60734456443547,-0.404868408681651
2.00379946524066,94,3.36146173448529,-0.212742506185762,0.0317907740875274,-0.104145325845935,-0.386288018057921,-0.000174877191084232,-0.171777135570288
3.00569919786102,94,3.11916731264705,-0.479451962577449,-0.525201649473185,-0.127845331821524,-0.361238117897273,0.294960158833684,0.0391444505941839
4.00759893048132,94,2.8793531342246,-1.35534719587238,-0.75319844985767,-0.270162067180651,-1.1726195036634,0.568681988960938,-0.0611385051243207
5.00949866310162,94.9973983957191,2.89866976106952,-1.91682946791406,-0.0882173646828756,-0.275247403181986,-1.21567929099299,1.21847299307232,-0.163580900417629
6.01139839572198,95,2.91224106454544,-1.72977630971821,-0.00334373608942936,-0.51531314156158,-1.14379618248358,0.857785770920565,-0.204184549188098
7.01329812834229,95.0011978609597,2.49869693090908,-0.895422502668746,-0.143122586101925,-0.230968657750097,-1.06268393904309,0.644718233163873,-0.427304633130702
8.01519786096259,96,2.1143048782353,0.107537260363111,-0.0901599513166301,0.0244814424626264,-0.194449616383518,-0.167459816310114,-0.0708191904383595
9.01709759358295,96.0049973262004,3.40903986470593,-0.515278182523307,-0.607629939215991,-0.217096497290376,-0.441598792109076,0.278611462566816,-0.0568550850930408
10.0189973262032,97,4.67598629063725,-1.37824519116391,-0.712736771325498,-0.512837161737395,-1.26803439411822,0.599014231471077,-0.209141845587327
11.0208970588236,97,4.63841171099821,-1.93568870588473,-0.0443688195708976,-0.336339978611984,-1.09190650267606,1.48725005346857,-0.283191509624758
12.0227967914439,97,4.60083713135918,-1.65620187633534,0.06702349032971,-0.486547355552743,-0.973720081285532,0.845114012163821,-0.0996790749463604
13.0246965240642,97.0125962566817,4.56392634995989,-1.24526143380361,-0.151137476350364,-0.372590516335791,-1.17572033355411,0.766547490643484,-0.372762023742239
14.0265962566846,98,4.55135751781417,-0.391979685823008,-0.0370341438728774,-0.211033485962401,-0.851426696184823,0.446932614306733,-0.232693022048563
15.0284959893049,98,4.50635006727268,-0.00601483203444565,-0.0204119623850307,-0.129275172129568,-0.302105441714474,0.000845177567133154,-0.2303748314968
16.0303957219252,98,3.42454382147725,-0.425950787503351,-0.447165662507061,-0.129901152274601,-0.330634830689693,0.263304281253158,-0.0725388234122523
17.0322954545455,98,2.40131638195191,-1.03397179813024,-0.734775132286942,-0.403702644661058,-0.914112939910159,0.451580759291662,-0.195248374862549
18.0341951871658,98,3.03583618094922,-1.57007981216705,-0.520627819688656,-0.26976434388314,-1.16457516978634,0.799170840842051,-0.0887847895788602
19.0360949197862,98,3.67035597994657,-1.8093476292282,-0.0280975973271627,-0.297625523168009,-1.03623096858535,1.30679935828627,-0.452112776731616
